satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,id_employe,age,genre,revenu_mensuel,statut_marital,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
4,3,4,1,4,4,Oui,1667,35,M,4581,Célibataire,Cadre Commercial,3,11,1,0,2,12,4,Autre,Frequent,6
4,3,4,4,4,3,Non,1668,38,M,4735,Marié(e),Assistant de Direction,7,13,0,2,4,1,3,Infra & Cloud,Frequent,2
1,2,2,2,2,3,Oui,1669,29,M,4187,Divorcé(e),Cadre Commercial,1,10,0,1,3,5,3,Transformation Digitale,Occasionnel,0
4,3,4,3,3,3,Non,1670,33,M,5505,Divorcé(e),Cadre Commercial,1,6,0,2,5,2,4,Transformation Digitale,Occasionnel,0
4,3,2,3,2,3,Non,1671,32,M,5470,Divorcé(e),Assistant de Direction,0,9,0,2,4,2,3,Transformation Digitale,Occasionnel,1
1,3,4,1,3,3,Non,1673,31,F,5476,Marié(e),Cadre Commercial,1,10,0,2,2,5,4,Infra & Cloud,Occasionnel,0
4,3,1,2,2,3,Oui,1674,49,F,2587,Divorcé(e),Consultant,4,2,0,1,2,16,3,Transformation Digitale,Occasionnel,2
4,2,2,2,3,4,Non,1675,38,F,2440,Célibataire,Consultant,1,4,0,0,3,2,3,Transformation Digitale,Frequent,3
2,4,2,3,3,3,Non,1676,47,F,15972,Divorcé(e),Senior Manager,6,3,0,3,2,2,4,Infra & Cloud,Occasionnel,1
3,3,3,1,3,3,Non,1677,49,M,15379,Célibataire,Senior Manager,4,8,0,0,2,1,3,Infra & Cloud,Occasionnel,0
4,3,3,4,3,3,Oui,1678,41,M,7082,Célibataire,Cadre Commercial,3,2,0,0,2,23,2,Infra & Cloud,Occasionnel,0
4,3,1,1,3,3,Non,1680,20,M,2728,Célibataire,Représentant Commercial,1,2,0,0,3,9,1,Infra & Cloud,Occasionnel,0
3,3,4,3,3,4,Oui,1681,33,F,5368,Divorcé(e),Cadre Commercial,1,6,0,1,2,16,3,Infra & Cloud,Aucun,1
1,3,3,2,2,3,Non,1682,36,M,5347,Marié(e),Manager,6,3,0,2,2,26,4,Infra & Cloud,Occasionnel,0
3,3,4,1,3,3,Oui,1683,44,F,3195,Divorcé(e),Ressources Humaines,4,2,0,3,2,1,3,Infra & Cloud,Occasionnel,2
4,2,3,1,3,3,Oui,1684,23,M,3989,Célibataire,Consultant,1,5,1,0,2,8,1,Transformation Digitale,Occasionnel,1
4,3,3,4,2,3,Non,1687,38,F,3306,Marié(e),Consultant,7,0,0,1,5,4,2,Transformation Digitale,Occasionnel,0
2,4,4,3,3,3,Non,1689,53,M,7005,Marié(e),Manager,3,4,0,0,2,24,4,Transformation Digitale,Occasionnel,1
4,3,3,3,3,3,Oui,1691,48,F,2655,Marié(e),Représentant Commercial,2,9,1,2,3,7,2,Transformation Digitale,Frequent,7
4,3,2,1,3,3,Non,1692,32,M,1393,Célibataire,Consultant,1,1,1,0,2,2,4,Infra & Cloud,Occasionnel,0
4,3,4,3,3,4,Non,1693,26,M,2570,Célibataire,Consultant,1,7,0,0,5,7,3,Transformation Digitale,Aucun,5
1,2,2,4,3,3,Non,1694,55,M,3537,Divorcé(e),Assistant de Direction,5,4,0,1,1,22,3,Entrepreunariat,Occasionnel,1
2,2,4,3,4,3,Non,1696,34,M,3986,Marié(e),Consultant,1,15,0,1,3,5,2,Transformation Digitale,Occasionnel,4
3,1,4,3,4,4,Non,1697,60,M,10883,Divorcé(e),Manager,3,1,0,1,2,1,4,Transformation Digitale,Occasionnel,0
2,4,2,4,3,3,Non,1698,33,M,2028,Marié(e),Consultant,1,14,0,3,6,21,3,Transformation Digitale,Occasionnel,2
3,1,4,3,2,3,Non,1700,37,M,9525,Divorcé(e),Cadre Commercial,1,6,0,2,2,1,4,Transformation Digitale,Frequent,1
2,2,4,2,3,3,Non,1701,34,F,2929,Marié(e),Assistant de Direction,1,10,0,0,3,19,3,Infra & Cloud,Occasionnel,8
3,3,4,2,3,4,Oui,1702,23,M,2275,Divorcé(e),Représentant Commercial,1,3,1,1,2,7,3,Infra & Cloud,Occasionnel,0
3,4,4,2,3,3,Oui,1703,44,F,7879,Marié(e),Manager,1,8,0,1,2,2,3,Infra & Cloud,Occasionnel,6
1,2,4,3,4,3,Oui,1704,35,M,4930,Célibataire,Assistant de Direction,0,5,0,0,2,2,4,Transformation Digitale,Frequent,1
4,3,4,1,3,3,Oui,1706,43,M,7847,Marié(e),Cadre Commercial,1,10,0,1,3,2,3,Transformation Digitale,Occasionnel,8
3,4,3,4,3,3,Non,1707,24,M,4401,Marié(e),Assistant de Direction,1,5,0,1,1,9,3,Transformation Digitale,Occasionnel,0
4,3,3,2,3,3,Non,1708,41,M,9241,Célibataire,Cadre Commercial,1,10,0,0,3,6,3,Marketing,Occasionnel,8
4,3,3,3,3,3,Non,1709,29,F,2974,Marié(e),Consultant,9,5,0,1,2,9,4,Transformation Digitale,Occasionnel,1
3,3,4,3,2,3,Non,1710,36,F,4502,Célibataire,Représentant Commercial,3,13,0,0,2,2,4,Infra & Cloud,Occasionnel,6
3,2,3,4,2,4,Non,1712,45,M,10748,Marié(e),Manager,3,23,0,1,3,1,1,Infra & Cloud,Aucun,14
4,1,3,3,3,3,Non,1714,24,M,1555,Marié(e),Ressources Humaines,1,1,1,1,2,22,1,Ressources Humaines,Occasionnel,0
3,1,3,3,1,3,Non,1716,47,M,12936,Marié(e),Cadre Commercial,7,23,1,0,3,9,3,Infra & Cloud,Frequent,14
4,1,3,3,4,3,Non,1718,26,M,2305,Marié(e),Consultant,1,3,0,3,3,17,4,Transformation Digitale,Occasionnel,0
4,2,2,3,3,3,Non,1719,45,F,16704,Célibataire,Directeur Technique,1,21,0,0,2,28,2,Entrepreunariat,Occasionnel,8
1,3,3,1,2,3,Non,1720,32,M,3433,Marié(e),Assistant de Direction,6,5,0,1,3,10,3,Infra & Cloud,Frequent,1
2,3,3,4,4,3,Non,1721,31,M,3477,Marié(e),Consultant,1,5,0,1,2,2,4,Infra & Cloud,Occasionnel,0
3,1,2,2,3,3,Non,1722,41,M,6430,Marié(e),Ressources Humaines,6,3,0,1,4,4,3,Ressources Humaines,Aucun,1
2,3,1,2,3,3,Oui,1724,40,F,6516,Marié(e),Tech Lead,2,1,0,1,3,8,2,Infra & Cloud,Occasionnel,0
2,3,1,2,4,3,Non,1725,24,M,3907,Divorcé(e),Consultant,1,6,0,3,2,29,1,Transformation Digitale,Occasionnel,1
3,3,2,4,3,3,Non,1727,46,M,5562,Célibataire,Manager,6,10,0,0,3,13,4,Infra & Cloud,Occasionnel,0
4,3,3,2,3,3,Non,1728,35,M,6883,Marié(e),Tech Lead,2,7,0,1,3,27,4,Infra & Cloud,Occasionnel,0
2,3,4,2,2,3,Non,1729,30,M,2862,Marié(e),Assistant de Direction,1,10,0,1,2,16,1,Infra & Cloud,Occasionnel,0
3,3,2,4,1,3,Non,1731,47,M,4978,Marié(e),Cadre Commercial,7,1,0,1,3,2,4,Marketing,Aucun,0
3,3,4,2,2,3,Oui,1732,46,M,10368,Divorcé(e),Cadre Commercial,4,10,0,1,5,2,3,Infra & Cloud,Occasionnel,0
2,2,1,2,3,3,Oui,1733,36,M,6134,Divorcé(e),Cadre Commercial,5,2,1,3,3,13,5,Marketing,Occasionnel,2
1,1,2,2,3,3,Non,1734,32,M,6735,Célibataire,Cadre Commercial,6,0,1,0,2,1,2,Infra & Cloud,Occasionnel,0
3,3,2,3,1,3,Non,1735,23,F,3295,Célibataire,Consultant,1,3,0,0,3,4,1,Transformation Digitale,Occasionnel,1
4,3,4,4,2,4,Non,1736,31,F,5238,Célibataire,Tech Lead,2,5,0,0,3,24,1,Entrepreunariat,Frequent,1
4,3,4,4,3,3,Oui,1737,39,M,6472,Marié(e),Consultant,1,9,0,1,2,1,3,Infra & Cloud,Aucun,5
4,1,3,3,1,3,Non,1739,32,M,9610,Marié(e),Cadre Commercial,3,4,0,1,2,19,3,Infra & Cloud,Occasionnel,0
2,3,2,2,2,3,Non,1740,40,M,19833,Célibataire,Senior Manager,1,21,0,0,3,7,4,Transformation Digitale,Occasionnel,12
3,1,3,3,4,4,Non,1744,45,F,9756,Marié(e),Ressources Humaines,4,5,0,2,2,4,3,Infra & Cloud,Occasionnel,0
4,2,1,4,3,3,Non,1745,30,F,4968,Célibataire,Assistant de Direction,0,9,0,0,2,2,4,Entrepreunariat,Frequent,0
1,3,4,4,3,3,Non,1746,24,M,2145,Marié(e),Ressources Humaines,0,2,0,1,2,10,3,Transformation Digitale,Frequent,2
3,2,4,3,2,3,Non,1747,30,F,2180,Divorcé(e),Ressources Humaines,6,4,1,1,0,8,3,Ressources Humaines,Frequent,1
1,3,3,3,3,3,Non,1749,31,M,8346,Marié(e),Cadre Commercial,1,5,0,1,3,5,3,Entrepreunariat,Occasionnel,0
3,3,4,3,2,3,Non,1751,27,F,3445,Célibataire,Assistant de Direction,1,6,0,0,5,8,3,Transformation Digitale,Occasionnel,1
2,1,2,3,3,3,Non,1752,29,F,2760,Célibataire,Représentant Commercial,1,2,1,0,3,9,3,Marketing,Occasionnel,2
4,4,3,4,4,3,Oui,1753,29,M,6294,Célibataire,Manager,8,3,0,0,5,1,3,Infra & Cloud,Frequent,0
3,2,1,1,3,3,Non,1754,30,M,7140,Divorcé(e),Cadre Commercial,2,7,0,1,2,15,2,Marketing,Occasionnel,1
4,4,4,1,3,3,Oui,1755,34,M,2932,Marié(e),Assistant de Direction,0,5,0,3,3,2,4,Transformation Digitale,Occasionnel,1
4,3,2,4,2,3,Non,1756,33,F,5147,Célibataire,Cadre Commercial,8,11,0,0,2,2,3,Marketing,Aucun,1
4,3,4,3,4,3,Non,1757,49,F,4507,Célibataire,Cadre Commercial,3,5,0,0,1,11,4,Marketing,Occasionnel,0
1,3,1,3,2,4,Oui,1758,33,F,8564,Célibataire,Cadre Commercial,2,0,1,0,2,16,3,Infra & Cloud,Occasionnel,0
3,2,2,2,2,3,Non,1760,38,F,2468,Marié(e),Consultant,4,6,0,1,4,2,2,Transformation Digitale,Frequent,0
1,3,3,1,3,3,Non,1761,31,M,8161,Marié(e),Cadre Commercial,2,1,1,3,2,16,4,Marketing,Occasionnel,0
4,2,1,3,3,3,Non,1762,29,F,2109,Divorcé(e),Assistant de Direction,1,1,0,1,2,4,3,Entrepreunariat,Occasionnel,0
3,4,3,3,3,3,Non,1763,30,M,5294,Marié(e),Manager,3,7,0,1,3,16,3,Infra & Cloud,Occasionnel,1
2,3,2,2,3,3,Non,1764,32,M,2718,Célibataire,Assistant de Direction,2,7,0,0,3,5,4,Entrepreunariat,Aucun,0
2,1,4,3,3,3,Oui,1766,38,M,5811,Marié(e),Manager,3,1,0,1,2,18,3,Transformation Digitale,Occasionnel,1
3,2,3,4,3,3,Oui,1767,43,M,2437,Marié(e),Assistant de Direction,9,1,1,1,4,17,3,Entrepreunariat,Frequent,0
2,3,2,2,2,4,Non,1768,42,M,2766,Divorcé(e),Consultant,8,5,0,3,6,12,3,Transformation Digitale,Occasionnel,0
3,2,1,2,3,3,Non,1770,55,M,19038,Marié(e),Directeur Technique,8,1,0,3,2,2,3,Transformation Digitale,Occasionnel,0
4,3,2,4,2,3,Non,1771,33,M,3055,Divorcé(e),Assistant de Direction,5,9,0,2,2,4,3,Entrepreunariat,Aucun,1
3,3,1,2,3,4,Non,1772,41,M,2289,Divorcé(e),Consultant,1,5,0,2,2,9,4,Infra & Cloud,Occasionnel,0
4,3,3,3,3,3,Oui,1774,34,M,4001,Divorcé(e),Cadre Commercial,1,15,0,1,3,10,3,Infra & Cloud,Aucun,0
1,2,3,4,2,4,Oui,1775,53,F,12965,Marié(e),Tech Lead,4,3,0,3,2,1,4,Transformation Digitale,Aucun,0
2,3,4,2,3,3,Non,1778,43,M,3539,Célibataire,Ressources Humaines,0,9,0,0,5,2,3,Infra & Cloud,Occasionnel,1
4,1,4,1,3,3,Non,1779,34,F,6029,Célibataire,Cadre Commercial,5,2,0,0,3,3,2,Infra & Cloud,Occasionnel,2
2,3,2,2,3,3,Non,1780,21,M,2679,Célibataire,Représentant Commercial,1,1,1,0,3,7,1,Marketing,Occasionnel,1
4,2,3,2,3,3,Non,1782,38,F,3702,Marié(e),Consultant,1,5,0,1,3,6,2,Autre,Occasionnel,0
3,3,1,3,3,3,Oui,1783,22,F,2398,Marié(e),Consultant,1,1,1,0,6,8,1,Transformation Digitale,Occasionnel,0
1,2,4,1,3,3,Non,1784,31,F,5468,Marié(e),Cadre Commercial,1,12,0,2,3,29,4,Marketing,Occasionnel,5
1,3,3,4,3,3,Non,1786,51,F,13116,Marié(e),Senior Manager,2,2,0,0,2,3,3,Entrepreunariat,Occasionnel,2
2,2,2,1,3,3,Non,1787,37,M,4189,Marié(e),Cadre Commercial,1,5,0,2,2,9,2,Marketing,Occasionnel,0
3,3,4,3,3,3,Oui,1789,46,M,19328,Divorcé(e),Directeur Technique,7,2,0,1,3,2,4,Transformation Digitale,Occasionnel,2
4,3,1,4,3,3,Oui,1790,36,M,8321,Marié(e),Manager,7,12,0,1,1,10,3,Infra & Cloud,Occasionnel,5
3,3,2,3,2,3,Oui,1792,44,M,2342,Divorcé(e),Assistant de Direction,1,5,1,3,2,1,2,Transformation Digitale,Frequent,2
3,3,2,3,2,3,Non,1794,37,M,4071,Divorcé(e),Ressources Humaines,2,10,0,0,4,8,2,Autre,Occasionnel,4
3,3,4,4,3,3,Oui,1797,35,M,5813,Célibataire,Cadre Commercial,1,10,1,0,2,27,3,Infra & Cloud,Occasionnel,7
4,4,1,2,3,3,Non,1798,33,M,3143,Marié(e),Assistant de Direction,6,10,0,1,1,8,4,Infra & Cloud,Occasionnel,7
3,3,4,3,4,3,Non,1799,28,M,2044,Marié(e),Assistant de Direction,1,5,0,1,6,1,3,Infra & Cloud,Occasionnel,0
3,3,3,3,3,4,Non,1800,39,M,13464,Célibataire,Directeur Technique,7,4,0,0,3,10,1,Transformation Digitale,Occasionnel,2
2,2,2,3,3,3,Non,1801,46,M,7991,Célibataire,Cadre Commercial,8,2,0,0,3,26,2,Infra & Cloud,Aucun,2
3,3,1,4,2,3,Non,1802,40,F,3377,Marié(e),Consultant,4,4,0,1,5,2,2,Infra & Cloud,Occasionnel,0
2,4,1,3,2,3,Non,1803,42,M,5538,Marié(e),Manager,5,0,0,2,2,13,3,Transformation Digitale,Occasionnel,0
2,3,4,3,3,3,Non,1804,35,M,5762,Divorcé(e),Tech Lead,2,7,0,1,6,2,2,Transformation Digitale,Aucun,1
1,3,2,4,3,3,Non,1805,38,M,2592,Divorcé(e),Ressources Humaines,5,11,0,3,3,2,3,Ressources Humaines,Aucun,3
4,3,1,3,2,3,Non,1807,34,M,5346,Marié(e),Consultant,4,7,1,1,3,9,4,Infra & Cloud,Frequent,0
4,3,1,2,1,3,Non,1809,37,M,4213,Célibataire,Tech Lead,1,10,1,0,4,10,4,Transformation Digitale,Occasionnel,0
3,3,4,4,3,3,Non,1812,39,M,4127,Divorcé(e),Cadre Commercial,2,2,0,1,6,20,3,Infra & Cloud,Frequent,2
1,3,3,3,2,3,Non,1813,43,M,2438,Célibataire,Assistant de Direction,4,3,0,0,2,9,3,Infra & Cloud,Aucun,1
2,4,2,1,1,3,Non,1814,41,M,6870,Célibataire,Manager,3,3,0,0,3,5,3,Infra & Cloud,Occasionnel,1
3,3,3,4,4,3,Oui,1815,41,F,10447,Divorcé(e),Cadre Commercial,0,22,0,1,3,4,1,Marketing,Occasionnel,13
1,3,3,2,3,3,Non,1816,30,F,9667,Célibataire,Tech Lead,9,7,0,0,3,10,3,Transformation Digitale,Occasionnel,0
4,3,2,3,3,3,Oui,1818,26,F,2148,Marié(e),Ressources Humaines,0,5,1,0,3,20,2,Transformation Digitale,Occasionnel,1
4,3,2,4,4,4,Non,1821,46,F,8926,Marié(e),Manager,4,9,1,1,2,21,2,Transformation Digitale,Occasionnel,3
3,3,4,4,3,3,Non,1822,40,F,6513,Divorcé(e),Manager,4,5,0,1,3,1,3,Infra & Cloud,Occasionnel,0
2,4,3,3,3,4,Non,1823,34,M,6799,Marié(e),Cadre Commercial,1,10,0,2,5,8,2,Entrepreunariat,Occasionnel,4
2,3,2,4,2,4,Non,1824,58,M,16291,Divorcé(e),Senior Manager,4,16,0,1,0,2,3,Transformation Digitale,Aucun,14
2,1,3,2,4,3,Non,1826,35,M,2705,Marié(e),Consultant,0,5,0,1,2,23,4,Transformation Digitale,Occasionnel,0
3,2,2,3,3,3,Oui,1827,47,F,10333,Divorcé(e),Tech Lead,8,22,0,1,4,4,3,Infra & Cloud,Occasionnel,14
2,3,1,2,3,3,Non,1829,40,F,4448,Divorcé(e),Manager,2,7,0,1,3,12,3,Infra & Cloud,Occasionnel,7
4,3,4,2,2,3,Non,1830,54,F,6854,Marié(e),Assistant de Direction,4,7,0,1,2,7,4,Transformation Digitale,Occasionnel,1
1,3,1,4,3,3,Non,1833,31,F,9637,Marié(e),Cadre Commercial,2,3,0,2,3,7,4,Marketing,Frequent,2
3,3,1,3,3,4,Non,1834,28,F,3591,Marié(e),Assistant de Direction,1,3,0,1,3,1,3,Transformation Digitale,Occasionnel,1
2,1,4,1,2,4,Oui,1835,38,F,5405,Marié(e),Représentant Commercial,2,4,0,2,4,2,4,Marketing,Occasionnel,0
3,3,4,1,3,3,Non,1836,26,M,4684,Célibataire,Cadre Commercial,1,5,0,0,4,10,3,Transformation Digitale,Occasionnel,1
1,3,3,2,3,3,Oui,1837,58,M,15787,Marié(e),Directeur Technique,2,2,0,0,3,15,4,Infra & Cloud,Frequent,2
2,3,3,3,1,3,Non,1839,18,F,1514,Célibataire,Assistant de Direction,1,0,0,0,4,14,3,Transformation Digitale,Aucun,0
4,4,1,3,3,3,Non,1842,31,M,2956,Marié(e),Ressources Humaines,0,1,1,0,4,18,5,Ressources Humaines,Occasionnel,0
1,2,1,4,3,3,Oui,1844,29,M,2335,Divorcé(e),Ressources Humaines,4,2,1,3,3,13,3,Ressources Humaines,Occasionnel,2
3,3,3,2,4,4,Non,1845,45,F,5154,Marié(e),Cadre Commercial,4,8,0,2,3,2,4,Infra & Cloud,Aucun,5
4,3,2,4,3,4,Oui,1847,36,F,6962,Marié(e),Assistant de Direction,4,1,0,1,2,2,4,Autre,Occasionnel,0
1,3,4,3,3,4,Non,1849,43,M,5675,Marié(e),Cadre Commercial,1,7,0,1,5,2,4,Infra & Cloud,Frequent,7
4,3,4,3,2,3,Oui,1850,27,F,2379,Célibataire,Consultant,0,5,0,0,3,5,2,Infra & Cloud,Frequent,0
4,3,4,2,4,3,Non,1852,29,M,3812,Marié(e),Consultant,1,11,0,0,3,20,1,Transformation Digitale,Frequent,3
4,3,4,3,4,3,Non,1853,32,M,4648,Célibataire,Cadre Commercial,8,0,0,0,2,10,4,Marketing,Frequent,0
3,3,3,2,2,4,Non,1854,42,M,2936,Marié(e),Assistant de Direction,3,6,0,2,1,10,4,Entrepreunariat,Aucun,3
2,3,3,3,3,3,Non,1856,47,F,2105,Célibataire,Consultant,4,2,0,0,2,9,4,Infra & Cloud,Occasionnel,2
4,3,4,3,2,3,Non,1857,46,M,8578,Divorcé(e),Tech Lead,3,9,0,1,4,2,2,Infra & Cloud,Occasionnel,4
3,3,4,2,3,3,Non,1858,28,M,2706,Divorcé(e),Ressources Humaines,1,3,0,1,2,1,2,Infra & Cloud,Aucun,2
4,1,3,4,3,3,Non,1859,29,M,6384,Divorcé(e),Manager,8,7,0,2,3,29,1,Infra & Cloud,Occasionnel,1
4,3,3,4,3,3,Non,1860,42,M,3968,Célibataire,Consultant,4,0,0,0,3,8,3,Infra & Cloud,Occasionnel,0
3,2,2,3,2,3,Oui,1862,32,M,9907,Célibataire,Cadre Commercial,7,2,1,0,3,2,4,Marketing,Occasionnel,2
1,4,1,4,3,3,Non,1863,46,F,13225,Divorcé(e),Cadre Commercial,2,19,0,1,5,3,3,Entrepreunariat,Occasionnel,2
2,2,3,4,3,4,Non,1864,27,F,3540,Marié(e),Représentant Commercial,1,9,0,1,5,23,1,Transformation Digitale,Occasionnel,5
4,2,2,4,3,3,Non,1865,29,M,2804,Marié(e),Ressources Humaines,1,1,0,0,3,6,1,Transformation Digitale,Occasionnel,0
1,2,3,4,3,3,Non,1866,43,F,19392,Marié(e),Senior Manager,7,16,0,0,2,6,3,Transformation Digitale,Occasionnel,6
4,2,2,4,3,3,Non,1867,48,M,19665,Marié(e),Directeur Technique,4,22,0,0,3,10,3,Infra & Cloud,Occasionnel,12
4,2,4,2,2,4,Oui,1868,29,M,2439,Célibataire,Assistant de Direction,1,1,1,0,3,24,2,Infra & Cloud,Frequent,1
3,3,2,3,3,4,Non,1869,46,F,7314,Marié(e),Cadre Commercial,5,8,1,3,2,10,3,Infra & Cloud,Occasionnel,0
4,2,1,4,2,3,Non,1870,27,F,4774,Marié(e),Assistant de Direction,0,7,0,1,2,15,3,Infra & Cloud,Frequent,7
4,3,4,2,3,3,Non,1871,39,M,3902,Divorcé(e),Assistant de Direction,8,2,0,3,2,19,4,Autre,Occasionnel,2
2,2,4,2,4,4,Non,1873,55,M,2662,Marié(e),Assistant de Direction,8,5,0,1,2,2,4,Entrepreunariat,Occasionnel,0
2,3,2,4,3,3,Non,1875,28,F,2856,Marié(e),Représentant Commercial,1,1,0,1,3,3,3,Transformation Digitale,Occasionnel,0
2,3,4,3,2,3,Non,1876,30,M,1081,Célibataire,Représentant Commercial,1,1,1,0,3,9,3,Transformation Digitale,Occasionnel,0
4,3,2,1,3,4,Oui,1878,22,M,2472,Célibataire,Assistant de Direction,1,1,1,0,2,7,1,Infra & Cloud,Occasionnel,0
2,2,3,1,3,3,Oui,1880,36,F,5673,Marié(e),Cadre Commercial,1,10,0,1,4,10,4,Entrepreunariat,Occasionnel,1
2,3,3,1,3,3,Non,1881,31,M,4197,Divorcé(e),Consultant,1,10,0,1,2,20,3,Infra & Cloud,Occasionnel,0
3,3,4,4,3,3,Oui,1882,34,M,9713,Marié(e),Cadre Commercial,2,5,0,3,3,4,3,Infra & Cloud,Occasionnel,1
4,3,1,2,3,3,Non,1883,29,M,2062,Célibataire,Consultant,3,3,0,0,2,7,3,Infra & Cloud,Occasionnel,1
4,3,1,3,3,4,Oui,1885,37,M,4284,Marié(e),Assistant de Direction,5,5,0,1,2,7,4,Transformation Digitale,Occasionnel,0
4,2,2,4,3,3,Oui,1886,35,F,4788,Marié(e),Tech Lead,0,3,0,0,2,16,2,Autre,Occasionnel,0
2,2,4,4,2,3,Non,1888,45,F,5906,Marié(e),Tech Lead,0,9,0,2,2,25,2,Infra & Cloud,Occasionnel,3
2,2,4,4,2,4,Non,1890,36,M,3886,Célibataire,Ressources Humaines,1,10,0,0,2,2,1,Ressources Humaines,Frequent,0
1,3,1,1,3,3,Non,1892,40,M,16823,Divorcé(e),Senior Manager,2,19,0,1,3,1,4,Infra & Cloud,Occasionnel,11
2,2,3,3,2,3,Oui,1893,26,F,2933,Marié(e),Assistant de Direction,1,1,0,1,3,1,2,Infra & Cloud,Occasionnel,1
1,4,3,2,2,3,Non,1898,27,F,6500,Célibataire,Cadre Commercial,0,8,0,0,5,2,2,Transformation Digitale,Occasionnel,0
4,3,4,2,3,3,Non,1900,48,F,17174,Divorcé(e),Senior Manager,3,22,0,1,3,22,3,Transformation Digitale,Frequent,4
2,4,1,4,3,3,Non,1903,44,M,5033,Marié(e),Manager,2,2,0,1,5,1,4,Infra & Cloud,Occasionnel,2
4,1,1,2,3,4,Oui,1905,34,M,2307,Marié(e),Assistant de Direction,1,5,1,1,2,16,4,Entrepreunariat,Aucun,3
1,3,4,4,3,3,Non,1907,56,M,2587,Célibataire,Consultant,1,4,1,0,3,24,2,Infra & Cloud,Occasionnel,1
3,2,2,3,1,3,Non,1908,36,M,5507,Marié(e),Cadre Commercial,2,4,0,2,1,17,2,Marketing,Occasionnel,1
3,3,2,3,3,4,Non,1909,41,F,4393,Marié(e),Cadre Commercial,5,5,0,1,3,8,3,Marketing,Occasionnel,1
3,3,1,2,4,3,Non,1911,42,M,13348,Marié(e),Directeur Technique,9,13,0,1,3,6,3,Transformation Digitale,Occasionnel,5
3,3,4,4,3,3,Oui,1912,31,F,6583,Divorcé(e),Cadre Commercial,2,5,0,1,2,10,2,Transformation Digitale,Occasionnel,1
4,2,4,3,2,3,Oui,1915,34,F,8103,Marié(e),Cadre Commercial,3,4,0,0,3,3,1,Transformation Digitale,Occasionnel,0
1,4,3,2,2,3,Non,1916,31,F,3978,Divorcé(e),Consultant,8,2,0,1,0,4,3,Transformation Digitale,Occasionnel,2
3,4,4,1,3,3,Non,1918,26,M,2544,Marié(e),Consultant,0,7,0,1,3,6,3,Autre,Frequent,7
2,3,3,3,3,3,Non,1922,45,M,5399,Célibataire,Manager,4,4,0,0,3,1,4,Transformation Digitale,Frequent,0
2,3,3,2,2,3,Non,1924,33,M,5487,Célibataire,Cadre Commercial,1,10,0,0,2,10,4,Marketing,Occasionnel,0
3,2,4,3,3,3,Oui,1927,28,M,6834,Marié(e),Cadre Commercial,1,7,0,1,2,1,2,Infra & Cloud,Frequent,0
3,4,1,4,3,3,Non,1928,29,M,1091,Célibataire,Représentant Commercial,1,1,1,0,3,24,3,Entrepreunariat,Frequent,0
1,1,3,3,3,3,Non,1929,39,F,5736,Marié(e),Cadre Commercial,6,3,0,1,1,21,4,Infra & Cloud,Aucun,1
2,3,2,3,2,3,Non,1931,27,M,2226,Marié(e),Assistant de Direction,1,5,0,1,3,2,4,Entrepreunariat,Occasionnel,1
3,2,4,2,3,3,Oui,1932,34,M,5747,Marié(e),Assistant de Direction,1,15,0,0,3,22,4,Autre,Frequent,6
4,3,3,4,3,3,Oui,1933,28,F,9854,Célibataire,Cadre Commercial,3,2,1,0,0,13,2,Marketing,Occasionnel,2
3,3,2,3,4,3,Non,1934,47,M,5467,Marié(e),Assistant de Direction,8,8,0,1,4,14,4,Entrepreunariat,Aucun,1
4,2,1,3,3,3,Non,1935,56,F,5380,Marié(e),Cadre Commercial,4,0,0,1,3,11,5,Marketing,Occasionnel,0
1,3,1,4,3,4,Non,1936,39,M,5151,Marié(e),Tech Lead,1,10,0,1,3,9,2,Transformation Digitale,Occasionnel,7
4,2,2,3,3,3,Oui,1937,38,F,2133,Divorcé(e),Assistant de Direction,1,20,0,1,3,8,3,Transformation Digitale,Frequent,0
4,3,4,3,2,3,Oui,1938,58,F,17875,Marié(e),Senior Manager,4,1,0,1,2,21,3,Infra & Cloud,Occasionnel,0
1,4,3,1,3,3,Oui,1939,32,F,2432,Célibataire,Assistant de Direction,3,4,1,0,2,5,2,Infra & Cloud,Frequent,0
2,3,4,4,4,3,Non,1940,38,M,4771,Divorcé(e),Assistant de Direction,2,5,0,2,0,9,2,Infra & Cloud,Occasionnel,0
2,3,4,4,3,3,Non,1941,49,M,19161,Marié(e),Directeur Technique,3,5,0,0,3,2,1,Infra & Cloud,Frequent,4
2,3,4,3,3,3,Oui,1943,42,M,5087,Divorcé(e),Cadre Commercial,3,0,0,2,4,12,4,Marketing,Occasionnel,0
1,2,2,1,3,3,Non,1944,27,F,2863,Marié(e),Ressources Humaines,1,1,1,0,2,22,3,Ressources Humaines,Frequent,0
2,3,1,4,1,3,Non,1945,35,M,5561,Marié(e),Cadre Commercial,0,5,0,1,2,18,4,Transformation Digitale,Occasionnel,0
3,3,3,3,2,3,Non,1947,28,M,2144,Célibataire,Assistant de Direction,1,5,0,0,3,16,3,Transformation Digitale,Aucun,1
